N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg,avg_by_Должность
4636,Software Engineer,JavaScript,,3,2,1020,200,Житомир,свыше 1000 человек,Аутсорсинговая,мужской,26,Высшее,НАУ,False,ниже среднего,"Веб-разработка,Телекоммуникации",16/06/2017 13:34:23,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,1020,,DEV,1883.371034198599,1678.630073800738
4637,Senior Software Engineer,Java,,10 и более лет,6,1500,0,Другой,до 10 человек,Аутсорсинговая,мужской,32,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Мультимедиа",16/06/2017 13:36:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.90 Safari/537.36",10.0,6.0,1500,,DEV,1883.371034198599,3243.2009259259257
4638,Software Engineer,PHP,,2,2,2000,1200,Удаленно,до 50 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,eCommerce",16/06/2017 13:36:32,"Mozilla/5.0 (Linux; Android 5.1; MZ-m2 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36",2.0,2.0,2000,,DEV,1883.371034198599,1678.630073800738
4641,Senior Software Engineer,C++,,4,меньше 3 месяцев,2400,600,Харьков,до 200 человек,Аутсорсинговая,мужской,29,Высшее,ХНУРЭ,False,средний,"Desktop Applications,Системное программирование",16/06/2017 13:44:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,2400,,DEV,1883.371034198599,3243.2009259259257
4645,Junior Software Engineer,Java,,10 и более лет,4,700,0,Днепр,свыше 1000 человек,Продуктовая,мужской,33,Высшее,Другой вуз,False,средний,Финансы и банки,16/06/2017 13:52:36,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",10.0,4.0,700,,DEV,1883.371034198599,605.65859375
4646,Software Engineer,PHP,,3,1.5,2000,200,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,ХНУРЭ,False,средний,Веб-разработка,16/06/2017 13:53:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.5,2000,,DEV,1883.371034198599,1678.630073800738
4649,Junior Software Engineer,Java,,0.5,0.5,300,0,Львов,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,Другой вуз,False,средний,Веб-разработка,16/06/2017 13:56:43,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,300,,DEV,1883.371034198599,605.65859375
4650,Senior Software Engineer,Python,,4,меньше 3 месяцев,3300,300,Харьков,до 200 человек,Стартап,мужской,26,Высшее,ХНУРЭ,False,продвинутый,"Системное программирование,Другое",16/06/2017 14:00:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4.0,0.0,3300,,DEV,1883.371034198599,3243.2009259259257
4652,Senior Software Engineer,C#/.NET,,10 и более лет,2,3250,0,Львов,свыше 1000 человек,Аутсорсинговая,мужской,34,Высшее,ЛНУ им. Франко,False,выше среднего,"Веб-разработка,Корпоративные системы",16/06/2017 14:02:51,"Mozilla/5.0 (Linux; Android 6.0.1; SM-T355 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",10.0,2.0,3250,,DEV,1883.371034198599,3243.2009259259257
4653,Junior Software Engineer,Ruby/Rails,,0.5,0.5,500,0,Киев,до 10 человек,Аутсорсинговая,мужской,22,Высшее,ГУТ,True,средний,Веб-разработка,16/06/2017 14:07:21,"Mozilla/5.0 (Linux; Android 7.0; SM-A510F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,500,,DEV,1883.371034198599,605.65859375
4655,Software Engineer,JavaScript,,2,меньше 3 месяцев,2000,1000,Днепр,до 200 человек,Аутсорсинговая,мужской,30,Высшее,ДНУ им. Гончара,False,средний,Веб-разработка,16/06/2017 14:10:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,2000,,DEV,1883.371034198599,1678.630073800738
4656,Software Engineer,JavaScript,,4,0.5,2000,1500,Киев,до 50 человек,Продуктовая,мужской,23,Незаконченное высшее,Другой вуз,True,элементарный,"Веб-разработка,Финансы и банки",16/06/2017 14:10:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,2000,,DEV,1883.371034198599,1678.630073800738
4659,System Architect,1С,,10 и более лет,10 и более лет,1750,150,Харьков,до 50 человек,Продуктовая,мужской,39,Высшее,ХНУ им. Каразина,False,элементарный,Корпоративные системы,16/06/2017 14:15:44,Mozilla/5.0 (Windows NT 6.1; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,10.0,1750,,SDEV,1883.371034198599,4387.076923076923
4661,Senior Software Engineer,C#/.NET,,10 и более лет,10 и более лет,3550,250,Харьков,до 1000 человек,Аутсорсинговая,мужской,32,Высшее,ХАИ,False,выше среднего,"Веб-разработка,Корпоративные системы",16/06/2017 14:17:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,10.0,3550,,DEV,1883.371034198599,3243.2009259259257
4662,Software Engineer,JavaScript,,3,1,1300,300,Днепр,до 10 человек,Стартап,мужской,29,Техникум / Колледж,,False,выше среднего,Веб-разработка,16/06/2017 14:20:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,1.0,1300,,DEV,1883.371034198599,1678.630073800738
4663,Technical Lead,Java,,10 и более лет,4,2612,142,Черновцы,свыше 1000 человек,Аутстаффинговая,мужской,32,Высшее,Другой вуз,False,выше среднего,Корпоративные системы,16/06/2017 14:38:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,4.0,2612,,SDEV,1883.371034198599,3664.272
4664,Senior Software Engineer,JavaScript,,5,меньше 3 месяцев,4500,1000,Киев,до 50 человек,Продуктовая,мужской,26,Высшее,Другой вуз,False,средний,Веб-разработка,16/06/2017 14:40:16,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,0.0,4500,,DEV,1883.371034198599,3243.2009259259257
4666,Software Engineer,Python,,1.5,1,900,400,Одесса,до 50 человек,Аутсорсинговая,мужской,26,Два высших,Другой вуз,False,выше среднего,Веб-разработка,16/06/2017 14:45:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,900,,DEV,1883.371034198599,1678.630073800738
4667,Technical Lead,JavaScript,,6,0.5,5000,1000,Киев,до 10 человек,Стартап,мужской,35,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Корпоративные системы",16/06/2017 14:45:48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,0.5,5000,,SDEV,1883.371034198599,3664.272
4669,Technical Lead,JavaScript,,10 и более лет,2,5500,500,Киев,свыше 1000 человек,Аутсорсинговая,мужской,32,Высшее,Другой вуз,False,продвинутый,Веб-разработка,16/06/2017 14:56:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.957 Yowser/2.5 Safari/537.36",10.0,2.0,5500,,SDEV,1883.371034198599,3664.272
4673,Junior Software Engineer,Java,,2,2,400,-100,Одесса,до 50 человек,Аутсорсинговая,мужской,24,Высшее,ОНПУ,False,средний,Android,16/06/2017 15:10:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,400,,DEV,1883.371034198599,605.65859375
4680,Software Engineer,Java,,2,2,1600,950,Львов,до 50 человек,Аутсорсинговая,мужской,22,Техникум / Колледж,,False,выше среднего,Веб-разработка,16/06/2017 15:34:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1600,,DEV,1883.371034198599,1678.630073800738
4686,Software Engineer,PHP,,6,1.5,2000,500,Киев,до 50 человек,Продуктовая,мужской,28,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,16/06/2017 15:51:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",6.0,1.5,2000,,DEV,1883.371034198599,1678.630073800738
4687,Software Engineer,Java,,1.5,1.5,1800,1350,Харьков,до 50 человек,Аутсорсинговая,мужской,22,Высшее,ХНУРЭ,True,средний,Android,16/06/2017 15:52:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1800,,DEV,1883.371034198599,1678.630073800738
4689,Senior Software Engineer,C#/.NET,,10 и более лет,1.5,3000,0,Харьков,до 200 человек,Аутсорсинговая,мужской,28,Высшее,НТУ «ХПИ»,False,ниже среднего,Веб-разработка,16/06/2017 15:58:54,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,1.5,3000,,DEV,1883.371034198599,3243.2009259259257
4691,Software Engineer,PHP,,10 и более лет,10 и более лет,800,0,Днепр,до 10 человек,Другая,мужской,37,Незаконченное высшее,НметАУ,False,ниже среднего,"Веб-разработка,Корпоративные системы",16/06/2017 16:10:09,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,10.0,800,,DEV,1883.371034198599,1678.630073800738
4693,Software Engineer,PHP,,7,2,2100,300,Киев,до 200 человек,Продуктовая,мужской,28,Высшее,Другой вуз,False,ниже среднего,"Веб-разработка,eCommerce",16/06/2017 16:13:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7.0,2.0,2100,,DEV,1883.371034198599,1678.630073800738
4697,Senior Software Engineer,JavaScript,,9,5,4000,0,Киев,до 1000 человек,Аутсорсинговая,мужской,32,Высшее,ХАИ,False,выше среднего,Веб-разработка,16/06/2017 16:32:40,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",9.0,5.0,4000,,DEV,1883.371034198599,3243.2009259259257
4703,Senior Software Engineer,JavaScript,,5,меньше 3 месяцев,3000,500,Львов,до 10 человек,Стартап,мужской,28,Высшее,Львовская Политехника,False,средний,"Веб-разработка,Другое",16/06/2017 16:58:33,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,5.0,0.0,3000,,DEV,1883.371034198599,3243.2009259259257
4704,Software Engineer,PHP,,2,1.5,1600,450,Киев,до 200 человек,Продуктовая,мужской,24,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,16/06/2017 16:59:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,1600,,DEV,1883.371034198599,1678.630073800738
4706,Software Engineer,Python,,3,2,1600,0,Киев,до 200 человек,Аутсорсинговая,мужской,22,Высшее,НТУУ «КПИ»,True,выше среднего,Системное программирование,16/06/2017 17:06:49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",3.0,2.0,1600,,DEV,1883.371034198599,1678.630073800738
4709,Software Engineer,PHP,,6,3,1200,-300,Другой,до 50 человек,Аутсорсинговая,мужской,36,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",16/06/2017 17:13:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",6.0,3.0,1200,,DEV,1883.371034198599,1678.630073800738
4710,Software Engineer,JavaScript,,3,1,2500,700,Одесса,до 1000 человек,Аутсорсинговая,мужской,24,Высшее,ОНПУ,False,средний,Веб-разработка,16/06/2017 17:16:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2500,,DEV,1883.371034198599,1678.630073800738
4711,Software Engineer,C#/.NET,,5,4,3000,400,Киев,до 10 человек,Продуктовая,мужской,24,Высшее,НАУ,False,средний,Gamedev,16/06/2017 17:26:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,4.0,3000,,DEV,1883.371034198599,1678.630073800738
4712,Software Engineer,Ruby/Rails,,7,3,1600,300,Львов,до 1000 человек,Продуктовая,мужской,29,Незаконченное высшее,ВНУ им. Даля,False,элементарный,Веб-разработка,16/06/2017 17:28:40,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",7.0,3.0,1600,,DEV,1883.371034198599,1678.630073800738
4714,Senior Software Engineer,Java,,4,4,2200,300,Одесса,до 1000 человек,Продуктовая,мужской,41,Два высших,НУК,False,средний,Телекоммуникации,16/06/2017 17:53:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,2200,,DEV,1883.371034198599,3243.2009259259257
4716,Junior Software Engineer,Java,,0.25,0.25,350,350,Львов,до 50 человек,Стартап,мужской,23,Высшее,Львовская Политехника,True,средний,Android,16/06/2017 17:58:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,350,,DEV,1883.371034198599,605.65859375
4717,Software Engineer,Java,,1.5,1,550,250,Запорожье,до 10 человек,Аутсорсинговая,мужской,34,Высшее,Другой вуз,False,средний,Android,16/06/2017 17:59:04,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:47.0) Gecko/20100101 Firefox/47.0,1.5,1.0,550,,DEV,1883.371034198599,1678.630073800738
4718,System Architect,Java,,8,1.5,3800,300,Киев,до 1000 человек,Продуктовая,мужской,28,Незаконченное высшее,Другой вуз,False,выше среднего,Другое,16/06/2017 18:01:08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",8.0,1.5,3800,,SDEV,1883.371034198599,4387.076923076923
4720,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,300,0,Львов,свыше 1000 человек,Аутсорсинговая,женский,20,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,16/06/2017 18:02:53,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,0.0,0.0,300,,DEV,1883.371034198599,605.65859375
4722,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,300,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,КНУ им. Шевченко,False,ниже среднего,eCommerce,16/06/2017 18:14:57,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,300,,DEV,1883.371034198599,605.65859375
4725,Junior Software Engineer,Swift,,2,0.5,650,150,Киев,свыше 1000 человек,Аутсорсинговая,мужской,19,Незаконченное высшее,КНУ им. Шевченко,True,средний,iOS,16/06/2017 18:32:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50",2.0,0.5,650,,DEV,1883.371034198599,605.65859375
4726,Technical Lead,Java,,10 и более лет,3,3300,0,Львов,свыше 1000 человек,Аутсорсинговая,мужской,41,Высшее,Львовская Политехника,False,продвинутый,Веб-разработка,16/06/2017 18:37:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,3.0,3300,,SDEV,1883.371034198599,3664.272
4727,Software Engineer,C#/.NET,,4,1,1500,0,Киев,до 1000 человек,Аутсорсинговая,мужской,26,Высшее,НАУ,False,элементарный,Веб-разработка,16/06/2017 18:42:34,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,1500,,DEV,1883.371034198599,1678.630073800738
4728,Junior Software Engineer,C#/.NET,,0.25,0.25,240,0,Харьков,до 50 человек,Продуктовая,женский,20,Незаконченное высшее,ХАИ,True,средний,"Веб-разработка,Корпоративные системы",16/06/2017 19:11:25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",0.25,0.25,240,,DEV,1883.371034198599,605.65859375
4730,Software Engineer,Java,,3,3,2400,400,Киев,до 200 человек,Аутсорсинговая,мужской,27,Высшее,НУПТ,False,средний,Android,16/06/2017 19:25:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",3.0,3.0,2400,,DEV,1883.371034198599,1678.630073800738
4731,Junior Software Engineer,Python,,2,1,500,100,Ровно,свыше 1000 человек,Аутсорсинговая,мужской,30,Высшее,Другой вуз,False,средний,"Системное программирование,Корпоративные системы",16/06/2017 19:30:26,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,2.0,1.0,500,,DEV,1883.371034198599,605.65859375
4732,Software Engineer,C#/.NET,,3,0.5,1500,700,Киев,до 50 человек,Стартап,мужской,26,Высшее,НТУУ «КПИ»,False,элементарный,Веб-разработка,16/06/2017 19:34:58,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1500,,DEV,1883.371034198599,1678.630073800738
4735,Senior Software Engineer,Java,,10 и более лет,0.25,3200,0,Киев,до 1000 человек,Аутсорсинговая,мужской,43,Высшее,НТУУ «КПИ»,False,ниже среднего,"Android,Embedded",16/06/2017 19:41:23,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,0.25,3200,,DEV,1883.371034198599,3243.2009259259257
4737,Junior Software Engineer,Java,,1.5,1,300,0,Киев,до 10 человек,Стартап,женский,23,Высшее,НТУУ «КПИ»,False,средний,"Android,Веб-разработка",16/06/2017 20:04:14,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,300,,DEV,1883.371034198599,605.65859375
4738,Software Engineer,C#/.NET,,3,меньше 3 месяцев,2200,800,Одесса,до 1000 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,средний,"Веб-разработка,Embedded",16/06/2017 20:40:08,Mozilla/5.0 (Windows NT 6.1; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,0.0,2200,,DEV,1883.371034198599,1678.630073800738
4739,Software Engineer,JavaScript,,3,меньше 3 месяцев,4000,3000,Другой,до 50 человек,Стартап,мужской,22,Высшее,Другой вуз,False,продвинутый,Другое,16/06/2017 20:44:33,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,0.0,4000,,DEV,1883.371034198599,1678.630073800738
4740,Junior Software Engineer,JavaScript,,1,1,1300,500,Киев,до 50 человек,Другая,мужской,28,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,16/06/2017 20:51:54,"Mozilla/5.0 (Linux; Android 4.0.3; HTC One S Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",1.0,1.0,1300,,DEV,1883.371034198599,605.65859375
4741,Senior Software Engineer,JavaScript,,3,1,2700,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,25,Два высших,Другой вуз,False,продвинутый,Веб-разработка,16/06/2017 20:58:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2700,,DEV,1883.371034198599,3243.2009259259257
4742,Software Engineer,Java,,4,меньше 3 месяцев,2000,1000,Львов,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,выше среднего,Другое,16/06/2017 21:01:15,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.0,2000,,DEV,1883.371034198599,1678.630073800738
4744,Senior Software Engineer,PHP,,8,0.5,3000,1000,Киев,до 1000 человек,Продуктовая,мужской,29,Высшее,Другой вуз,False,средний,Веб-разработка,16/06/2017 21:06:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",8.0,0.5,3000,,DEV,1883.371034198599,3243.2009259259257
4746,Senior Software Engineer,C++,,6,6,2550,0,Харьков,до 1000 человек,Продуктовая,мужской,28,Высшее,Другой вуз,False,средний,Gamedev,16/06/2017 21:22:13,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0,6.0,6.0,2550,,DEV,1883.371034198599,3243.2009259259257
4747,Technical Lead,Python,,5,3,2900,180,Днепр,до 10 человек,Аутстаффинговая,мужской,26,Высшее,ДНУ им. Гончара,False,выше среднего,Веб-разработка,16/06/2017 21:46:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,2900,,SDEV,1883.371034198599,3664.272
4749,Technical Lead,Java,,8,6,4000,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,НТУУ «КПИ»,False,средний,eCommerce,16/06/2017 21:49:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,6.0,4000,,SDEV,1883.371034198599,3664.272
4750,Senior Software Engineer,PHP,,10 и более лет,0.5,3000,500,Киев,до 200 человек,Продуктовая,мужской,37,Среднее,,False,средний,"Веб-разработка,eCommerce",16/06/2017 22:04:25,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",10.0,0.5,3000,,DEV,1883.371034198599,3243.2009259259257
4751,Junior Software Engineer,Objective-C,,0.25,0.25,250,0,Харьков,до 1000 человек,Аутсорсинговая,мужской,29,Высшее,ХНУРЭ,False,продвинутый,"iOS,Другое",16/06/2017 22:25:35,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,250,,DEV,1883.371034198599,605.65859375
4756,Senior Software Engineer,Java,,8,2,3200,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,29,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,eCommerce",16/06/2017 22:50:12,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",8.0,2.0,3200,,DEV,1883.371034198599,3243.2009259259257
4757,Senior Software Engineer,Java,,7,2,3400,0,Днепр,до 10 человек,Продуктовая,мужской,27,Высшее,НГУ [Днепропетровск],False,выше среднего,eCommerce,16/06/2017 22:55:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7.0,2.0,3400,,DEV,1883.371034198599,3243.2009259259257
4758,Software Engineer,Java,,3,1,2500,0,Киев,до 200 человек,Аутсорсинговая,мужской,24,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Мультимедиа",16/06/2017 22:56:08,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",3.0,1.0,2500,,DEV,1883.371034198599,1678.630073800738
4761,Technical Lead,Java,,10 и более лет,меньше 3 месяцев,4000,1500,Харьков,до 200 человек,Аутстаффинговая,мужской,34,Высшее,ХНУ им. Каразина,False,продвинутый,Корпоративные системы,16/06/2017 23:05:37,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,0.0,4000,,SDEV,1883.371034198599,3664.272
4762,Software Engineer,JavaScript,,3,2,1600,800,Днепр,до 1000 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,ДНУ им. Гончара,True,средний,Веб-разработка,16/06/2017 23:13:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,1600,,DEV,1883.371034198599,1678.630073800738
4764,Senior Software Engineer,Java,,5,3,2660,665,Киев,свыше 1000 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,НТУУ «КПИ»,True,продвинутый,Веб-разработка,16/06/2017 23:25:35,"Mozilla/5.0 (Linux; Android 7.0; SM-G955U Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,3.0,2660,,DEV,1883.371034198599,3243.2009259259257
